KEY	TYPE	CATEGORY	SECTION	DOMAIN	GRADELEVEL	DETAILS
CCSS.ELA-LITERACY.L.9-10.4.A	substandard	English Language Arts Standards: Language: Grade 9-10	ela-contentarea-standard	Language	9-10	Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.
CCSS.ELA-LITERACY.L.9-10.4.B	substandard	English Language Arts Standards: Language: Grade 9-10	ela-contentarea-standard	Language	9-10	Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy).
CCSS.ELA-LITERACY.L.9-10.4.C	substandard	English Language Arts Standards: Language: Grade 9-10	ela-contentarea-standard	Language	9-10	Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.
CCSS.ELA-LITERACY.L.9-10.4.D	substandard	English Language Arts Standards: Language: Grade 9-10	ela-contentarea-standard	Language	9-10	Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).
CCSS.ELA-LITERACY.L.9-10.5	standard	English Language Arts Standards: Language: Grade 9-10	ela-contentarea-standard	Language	9-10	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
CCSS.ELA-LITERACY.L.9-10.5.A	substandard	English Language Arts Standards: Language: Grade 9-10	ela-contentarea-standard	Language	9-10	Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.
CCSS.ELA-LITERACY.L.9-10.5.B	substandard	English Language Arts Standards: Language: Grade 9-10	ela-contentarea-standard	Language	9-10	Analyze nuances in the meaning of words with similar denotations.
CCSS.ELA-LITERACY.L.9-10.6	standard	English Language Arts Standards: Language: Grade 9-10	ela-contentarea-standard	Language	9-10	Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.
CCSS.ELA-LITERACY.L.11-12.1	standard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-LITERACY.L.11-12.1.A	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested.
CCSS.ELA-LITERACY.L.11-12.1.B	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Resolve issues of complex or contested usage, consulting references (e.g., Merriam-Webster's Dictionary of English Usage, Garner's Modern American Usage) as needed.
CCSS.ELA-LITERACY.L.11-12.2	standard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
CCSS.ELA-LITERACY.L.11-12.2.A	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Observe hyphenation conventions.
CCSS.ELA-LITERACY.L.11-12.2.B	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Spell correctly.
CCSS.ELA-LITERACY.L.11-12.3	standard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.
CCSS.ELA-LITERACY.L.11-12.3.A	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Vary syntax for effect, consulting references (e.g., Tufte's Artful Sentences) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading.
CCSS.ELA-LITERACY.L.11-12.4	standard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11-12 reading and content, choosing flexibly from a range of strategies.
CCSS.ELA-LITERACY.L.11-12.4.A	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.
CCSS.ELA-LITERACY.L.11-12.4.B	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable).
CCSS.ELA-LITERACY.L.11-12.4.C	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage.
CCSS.ELA-LITERACY.L.11-12.4.D	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).
CCSS.ELA-LITERACY.L.11-12.5	standard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
CCSS.ELA-LITERACY.L.11-12.5.A	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text.
CCSS.ELA-LITERACY.L.11-12.5.B	substandard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Analyze nuances in the meaning of words with similar denotations.
CCSS.ELA-LITERACY.L.11-12.6	standard	English Language Arts Standards: Language: Grade 11-12	ela-contentarea-standard	Language	11-12	Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.
CCSS.ELA-LITERACY.RH.6-8.1	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Cite specific textual evidence to support analysis of primary and secondary sources.
CCSS.ELA-LITERACY.RH.6-8.2	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.
CCSS.ELA-LITERACY.RH.6-8.3	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Identify key steps in a text's description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered).
CCSS.ELA-LITERACY.RH.6-8.4	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies.
CCSS.ELA-LITERACY.RH.6-8.5	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Describe how a text presents information (e.g., sequentially, comparatively, causally).
CCSS.ELA-LITERACY.RH.6-8.6	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Identify aspects of a text that reveal an author's point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts).
CCSS.ELA-LITERACY.RH.6-8.7	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts.
CCSS.ELA-LITERACY.RH.6-8.8	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Distinguish among fact, opinion, and reasoned judgment in a text.
CCSS.ELA-LITERACY.RH.6-8.9	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	Analyze the relationship between a primary and secondary source on the same topic.
CCSS.ELA-LITERACY.RH.6-8.10	standard	English Language Arts Standards: History/Social Studies: Grade 6-8	ela-contentarea-standard	Reading: History and Social Studies	6-8	By the end of grade 8, read and comprehend history/social studies texts in the grades 6-8 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RH.9-10.1	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Cite specific textual evidence to support analysis of primary and secondary sources, attending to such features as the date and origin of the information.
CCSS.ELA-LITERACY.RH.9-10.2	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Determine the central ideas or information of a primary or secondary source; provide an accurate summary of how key events or ideas develop over the course of the text.
CCSS.ELA-LITERACY.RH.9-10.3	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Analyze in detail a series of events described in a text; determine whether earlier events caused later ones or simply preceded them.
CCSS.ELA-LITERACY.RH.9-10.4	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Determine the meaning of words and phrases as they are used in a text, including vocabulary describing political, social, or economic aspects of history/social science.
CCSS.ELA-LITERACY.RH.9-10.5	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Analyze how a text uses structure to emphasize key points or advance an explanation or analysis.
CCSS.ELA-LITERACY.RH.9-10.6	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Compare the point of view of two or more authors for how they treat the same or similar topics, including which details they include and emphasize in their respective accounts.
CCSS.ELA-LITERACY.RH.9-10.7	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Integrate quantitative or technical analysis (e.g., charts, research data) with qualitative analysis in print or digital text.
CCSS.ELA-LITERACY.RH.9-10.8	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Assess the extent to which the reasoning and evidence in a text support the author's claims.
CCSS.ELA-LITERACY.RH.9-10.9	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	Compare and contrast treatments of the same topic in several primary and secondary sources.
CCSS.ELA-LITERACY.RH.9-10.10	standard	English Language Arts Standards: History/Social Studies: Grade 9-10	ela-contentarea-standard	Reading: History and Social Studies	9-10	By the end of grade 10, read and comprehend history/social studies texts in the grades 9-10 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RH.11-12.1	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Cite specific textual evidence to support analysis of primary and secondary sources, connecting insights gained from specific details to an understanding of the text as a whole.
CCSS.ELA-LITERACY.RH.11-12.2	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Determine the central ideas or information of a primary or secondary source; provide an accurate summary that makes clear the relationships among the key details and ideas.
CCSS.ELA-LITERACY.RH.11-12.3	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Evaluate various explanations for actions or events and determine which explanation best accords with textual evidence, acknowledging where the text leaves matters uncertain.
CCSS.ELA-LITERACY.RH.11-12.4	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Determine the meaning of words and phrases as they are used in a text, including analyzing how an author uses and refines the meaning of a key term over the course of a text (e.g., how Madison defines faction in Federalist No. 10).
CCSS.ELA-LITERACY.RH.11-12.5	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Analyze in detail how a complex primary source is structured, including how key sentences, paragraphs, and larger portions of the text contribute to the whole.
CCSS.ELA-LITERACY.RH.11-12.6	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Evaluate authors' differing points of view on the same historical event or issue by assessing the authors' claims, reasoning, and evidence.
CCSS.ELA-LITERACY.RH.11-12.7	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, as well as in words) in order to address a question or solve a problem.
CCSS.ELA-LITERACY.RH.11-12.8	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Evaluate an author's premises, claims, and evidence by corroborating or challenging them with other information.
CCSS.ELA-LITERACY.RH.11-12.9	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	Integrate information from diverse sources, both primary and secondary, into a coherent understanding of an idea or event, noting discrepancies among sources.
CCSS.ELA-LITERACY.RH.11-12.10	standard	English Language Arts Standards: History/Social Studies: Grade 11-12	ela-contentarea-standard	Reading: History and Social Studies	11-12	By the end of grade 12, read and comprehend history/social studies texts in the grades 11-CCR text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RST.6-8.1	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Cite specific textual evidence to support analysis of science and technical texts.
CCSS.ELA-LITERACY.RST.6-8.2	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.
CCSS.ELA-LITERACY.RST.6-8.3	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.
CCSS.ELA-LITERACY.RST.6-8.4	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6-8 texts and topics.
CCSS.ELA-LITERACY.RST.6-8.5	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic.
CCSS.ELA-LITERACY.RST.6-8.6	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text.
CCSS.ELA-LITERACY.RST.6-8.7	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).
CCSS.ELA-LITERACY.RST.6-8.8	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.
CCSS.ELA-LITERACY.RST.6-8.9	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.
CCSS.ELA-LITERACY.RST.6-8.10	standard	English Language Arts Standards: Science and Technical Subjects: Grade 6-8	ela-contentarea-standard	Reading: Science and Technology Subjects	6-8	By the end of grade 8, read and comprehend science/technical texts in the grades 6-8 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RST.9-10.1	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.
CCSS.ELA-LITERACY.RST.9-10.2	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Determine the central ideas or conclusions of a text; trace the text's explanation or depiction of a complex process, phenomenon, or concept; provide an accurate summary of the text.
CCSS.ELA-LITERACY.RST.9-10.3	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks, attending to special cases or exceptions defined in the text.
CCSS.ELA-LITERACY.RST.9-10.4	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 9-10 texts and topics.
CCSS.ELA-LITERACY.RST.9-10.5	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Analyze the structure of the relationships among concepts in a text, including relationships among key terms (e.g., force, friction, reaction force, energy).
CCSS.ELA-LITERACY.RST.9-10.6	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, defining the question the author seeks to address.
CCSS.ELA-LITERACY.RST.9-10.7	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Translate quantitative or technical information expressed in words in a text into visual form (e.g., a table or chart) and translate information expressed visually or mathematically (e.g., in an equation) into words.
CCSS.ELA-LITERACY.RST.9-10.8	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Assess the extent to which the reasoning and evidence in a text support the author's claim or a recommendation for solving a scientific or technical problem.
CCSS.ELA-LITERACY.RST.9-10.9	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	Compare and contrast findings presented in a text to those from other sources (including their own experiments), noting when the findings support or contradict previous explanations or accounts.
CCSS.ELA-LITERACY.RST.9-10.10	standard	English Language Arts Standards: Science and Technical Subjects: Grade 9-10	ela-contentarea-standard	Reading: Science and Technology Subjects	9-10	By the end of grade 10, read and comprehend science/technical texts in the grades 9-10 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RST.11-12.1	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account.
CCSS.ELA-LITERACY.RST.11-12.2	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Determine the central ideas or conclusions of a text; summarize complex concepts, processes, or information presented in a text by paraphrasing them in simpler but still accurate terms.
CCSS.ELA-LITERACY.RST.11-12.3	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks; analyze the specific results based on explanations in the text.
CCSS.ELA-LITERACY.RST.11-12.4	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 11-12 texts and topics.
CCSS.ELA-LITERACY.RST.11-12.5	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Analyze how the text structures information or ideas into categories or hierarchies, demonstrating understanding of the information or ideas.
CCSS.ELA-LITERACY.RST.11-12.6	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, identifying important issues that remain unresolved.
CCSS.ELA-LITERACY.RST.11-12.7	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., quantitative data, video, multimedia) in order to address a question or solve a problem.
CCSS.ELA-LITERACY.RST.11-12.8	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Evaluate the hypotheses, data, analysis, and conclusions in a science or technical text, verifying the data when possible and corroborating or challenging conclusions with other sources of information.
CCSS.ELA-LITERACY.RST.11-12.9	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	Synthesize information from a range of sources (e.g., texts, experiments, simulations) into a coherent understanding of a process, phenomenon, or concept, resolving conflicting information when possible.
CCSS.ELA-LITERACY.RST.11-12.10	standard	English Language Arts Standards: Science and Technical Subjects: Grade 11-12	ela-contentarea-standard	Reading: Science and Technology Subjects	11-12	By the end of grade 12, read and comprehend science/technical texts in the grades 11-CCR text complexity band independently and proficiently.
CCSS.ELA-LITERACY.WHST.6-8.1	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Write arguments focused on discipline-specific content.
CCSS.ELA-LITERACY.WHST.6-8.1.A	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.
CCSS.ELA-LITERACY.WHST.6-8.1.B	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.
CCSS.ELA-LITERACY.WHST.6-8.1.C	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.
CCSS.ELA-LITERACY.WHST.6-8.1.D	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Establish and maintain a formal style.
CCSS.ELA-LITERACY.WHST.6-8.1.E	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Provide a concluding statement or section that follows from and supports the argument presented.
CCSS.ELA-LITERACY.WHST.6-8.2	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.
CCSS.ELA-LITERACY.WHST.6-8.2.A	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.
CCSS.ELA-LITERACY.WHST.6-8.2.B	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.
CCSS.ELA-LITERACY.WHST.6-8.2.C	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
CCSS.ELA-LITERACY.WHST.6-8.2.D	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Use precise language and domain-specific vocabulary to inform about or explain the topic.
CCSS.ELA-LITERACY.WHST.6-8.2.E	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Establish and maintain a formal style and objective tone.
CCSS.ELA-LITERACY.WHST.6-8.2.F	substandard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Provide a concluding statement or section that follows from and supports the information or explanation presented.
CCSS.ELA-LITERACY.WHST.6-8.3	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	(See note; not applicable as a separate requirement)
CCSS.ELA-LITERACY.WHST.6-8.4	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.
CCSS.ELA-LITERACY.WHST.6-8.5	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.
CCSS.ELA-LITERACY.WHST.6-8.6	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently.
CCSS.ELA-LITERACY.WHST.6-8.7	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.
CCSS.ELA-LITERACY.WHST.6-8.8	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.
CCSS.ELA-LITERACY.WHST.6-8.9	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Draw evidence from informational texts to support analysis, reflection, and research.
CCSS.ELA-LITERACY.WHST.6-8.10	standard	English Language Arts Standards: Writing: Grade 6-8	ela-contentarea-standard	Writing: History, Science and Technology	6-8	Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.
CCSS.ELA-LITERACY.WHST.9-10.1	standard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing: History, Science and Technology	9-10	Write arguments focused on discipline-specific content.
CCSS.ELA-LITERACY.WHST.9-10.1.A	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing: History, Science and Technology	9-10	Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence.
CCSS.ELA-LITERACY.WHST.9-10.1.B	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing: History, Science and Technology	9-10	Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience's knowledge level and concerns.
CCSS.ELA-LITERACY.WHST.9-10.1.C	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing: History, Science and Technology	9-10	Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.
CCSS.ELA-LITERACY.WHST.9-10.1.D	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing: History, Science and Technology	9-10	Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-LITERACY.WHST.9-10.1.E	substandard	English Language Arts Standards: Writing: Grade 9-10	ela-contentarea-standard	Writing: History, Science and Technology	9-10	Provide a concluding statement or section that follows from or supports the argument presented.
